# z LM (E,E) abs(P1) alpha
357.000000 11.892935 1.004423 0.254304 -0.019165
358.000000 11.891634 1.004415 0.254342 -0.019131
359.000000 11.890226 1.004407 0.254383 -0.019096
360.000000 11.888711 1.004398 0.254428 -0.019059
361.000000 11.887087 1.004390 0.254475 -0.019022
362.000000 11.885357 1.004381 0.254526 -0.018985
363.000000 11.883518 1.004372 0.254580 -0.018946
364.000000 11.881573 1.004363 0.254637 -0.018906
365.000000 11.879520 1.004354 0.254697 -0.018866
366.000000 11.877360 1.004344 0.254760 -0.018825
367.000000 11.875093 1.004334 0.254827 -0.018783
368.000000 11.872718 1.004324 0.254897 -0.018740
369.000000 11.870237 1.004314 0.254969 -0.018696
370.000000 11.867648 1.004304 0.255045 -0.018651
371.000000 11.864952 1.004293 0.255125 -0.018606
372.000000 11.862149 1.004283 0.255207 -0.018559
373.000000 11.859239 1.004272 0.255292 -0.018512
374.000000 11.856222 1.004261 0.255381 -0.018464
375.000000 11.853098 1.004249 0.255473 -0.018415
376.000000 11.849867 1.004238 0.255568 -0.018366
377.000000 11.846529 1.004226 0.255666 -0.018315
378.000000 11.843084 1.004214 0.255768 -0.018264
379.000000 11.839532 1.004202 0.255872 -0.018212
380.000000 11.835873 1.004190 0.255980 -0.018159
381.000000 11.832106 1.004178 0.256091 -0.018106
382.000000 11.828233 1.004165 0.256205 -0.018051
383.000000 11.824253 1.004153 0.256323 -0.017996
384.000000 11.820165 1.004140 0.256444 -0.017940
385.000000 11.815970 1.004127 0.256567 -0.017884
386.000000 11.811669 1.004113 0.256695 -0.017826
387.000000 11.807259 1.004100 0.256825 -0.017768
388.000000 11.802743 1.004086 0.256958 -0.017709
389.000000 11.798119 1.004072 0.257095 -0.017649
390.000000 11.793388 1.004058 0.257235 -0.017589
391.000000 11.788550 1.004044 0.257379 -0.017528
392.000000 11.783604 1.004030 0.257525 -0.017466
393.000000 11.778550 1.004015 0.257675 -0.017403
394.000000 11.773389 1.004001 0.257828 -0.017340
395.000000 11.768120 1.003986 0.257985 -0.017276
396.000000 11.762744 1.003971 0.258144 -0.017211
397.000000 11.757259 1.003956 0.258308 -0.017146
398.000000 11.751667 1.003941 0.258474 -0.017080
399.000000 11.745966 1.003925 0.258644 -0.017013
400.000000 11.740158 1.003910 0.258817 -0.016945
401.000000 11.734241 1.003894 0.258993 -0.016877
402.000000 11.728217 1.003878 0.259173 -0.016808
403.000000 11.722083 1.003862 0.259356 -0.016739
404.000000 11.715842 1.003846 0.259542 -0.016669
405.000000 11.709491 1.003829 0.259732 -0.016598
406.000000 11.703033 1.003813 0.259925 -0.016526
407.000000 11.696465 1.003796 0.260122 -0.016454
408.000000 11.689788 1.003779 0.260322 -0.016382
409.000000 11.683003 1.003762 0.260525 -0.016308
410.000000 11.676108 1.003745 0.260732 -0.016234
411.000000 11.669104 1.003728 0.260942 -0.016160
412.000000 11.661990 1.003711 0.261156 -0.016085
413.000000 11.654767 1.003693 0.261374 -0.016009
414.000000 11.647435 1.003676 0.261594 -0.015933
415.000000 11.639992 1.003658 0.261819 -0.015856
416.000000 11.632440 1.003640 0.262046 -0.015778
417.000000 11.624777 1.003622 0.262278 -0.015700
418.000000 11.617004 1.003604 0.262512 -0.015622
419.000000 11.609121 1.003585 0.262751 -0.015543
