# z LM (E,E) abs(P1) alpha
7.133333 2.454763 1.000751 0.753810 -0.003258
7.200000 2.448644 1.000752 0.754341 -0.003263
7.266667 2.441612 1.000753 0.754952 -0.003267
7.333333 2.433687 1.000753 0.755641 -0.003270
7.400000 2.424883 1.000754 0.756408 -0.003271
7.466667 2.415221 1.000754 0.757249 -0.003270
7.533333 2.404716 1.000753 0.758166 -0.003268
7.600000 2.393387 1.000752 0.759155 -0.003265
7.666667 2.381253 1.000751 0.760217 -0.003260
7.733333 2.368331 1.000750 0.761348 -0.003254
7.800000 2.354640 1.000748 0.762549 -0.003246
7.866667 2.340197 1.000746 0.763818 -0.003237
7.933333 2.325020 1.000743 0.765154 -0.003227
8.000000 2.309128 1.000741 0.766555 -0.003214
8.066667 2.292538 1.000738 0.768021 -0.003201
8.133333 2.275268 1.000734 0.769550 -0.003186
8.200000 2.257335 1.000730 0.771140 -0.003170
8.266667 2.238757 1.000726 0.772791 -0.003152
8.333333 2.219552 1.000722 0.774502 -0.003133
8.400000 2.199735 1.000717 0.776271 -0.003113
8.466667 2.179325 1.000712 0.778097 -0.003091
8.533333 2.158338 1.000707 0.779979 -0.003068
8.600000 2.136790 1.000701 0.781917 -0.003044
8.666667 2.114699 1.000695 0.783908 -0.003018
8.733333 2.092080 1.000689 0.785952 -0.002991
8.800000 2.068950 1.000683 0.788048 -0.002963
8.866667 2.045325 1.000676 0.790194 -0.002934
8.933333 2.021221 1.000669 0.792390 -0.002904
9.000000 1.996654 1.000662 0.794634 -0.002872
9.066667 1.971639 1.000654 0.796926 -0.002840
9.133333 1.946194 1.000647 0.799264 -0.002806
9.200000 1.920333 1.000639 0.801647 -0.002772
9.266667 1.894073 1.000630 0.804075 -0.002736
9.333333 1.867428 1.000622 0.806545 -0.002700
9.400000 1.840416 1.000613 0.809057 -0.002662
9.466667 1.813052 1.000605 0.811610 -0.002624
9.533333 1.785351 1.000596 0.814203 -0.002585
9.600000 1.757331 1.000586 0.816833 -0.002545
9.666667 1.729006 1.000577 0.819501 -0.002505
9.733333 1.700393 1.000568 0.822205 -0.002463
9.800000 1.671508 1.000558 0.824944 -0.002421
9.866667 1.642369 1.000548 0.827716 -0.002379
9.933333 1.612990 1.000538 0.830521 -0.002336
10.000000 1.583389 1.000528 0.833356 -0.002292
10.066667 1.553584 1.000518 0.836221 -0.002248
10.133333 1.523590 1.000508 0.839113 -0.002203
10.200000 1.493424 1.000497 0.842032 -0.002158
10.266667 1.463106 1.000487 0.844977 -0.002113
10.333333 1.432650 1.000476 0.847945 -0.002068
10.400000 1.402077 1.000466 0.850935 -0.002022
10.466667 1.371403 1.000455 0.853945 -0.001976
10.533333 1.340646 1.000445 0.856974 -0.001929
10.600000 1.309825 1.000434 0.860020 -0.001883
10.666667 1.278958 1.000423 0.863082 -0.001837
10.733333 1.248064 1.000412 0.866157 -0.001790
10.800000 1.217162 1.000402 0.869244 -0.001744
10.866667 1.186270 1.000391 0.872341 -0.001697
10.933333 1.155407 1.000380 0.875447 -0.001651
11.000000 1.124594 1.000370 0.878558 -0.001605
11.066667 1.093849 1.000359 0.881673 -0.001559
11.133333 1.063191 1.000349 0.884790 -0.001513
11.200000 1.032641 1.000338 0.887908 -0.001468
11.266667 1.002219 1.000328 0.891023 -0.001423
11.333333 0.971943 1.000317 0.894134 -0.001378
11.400000 0.941835 1.000307 0.897239 -0.001333
11.466667 0.911913 1.000297 0.900335 -0.001289
11.533333 0.882199 1.000287 0.903421 -0.001246
11.600000 0.852712 1.000277 0.906493 -0.001203
11.666667 0.823473 1.000267 0.909550 -0.001160
11.733333 0.794501 1.000258 0.912588 -0.001119
11.800000 0.765818 1.000248 0.915607 -0.001077
11.866667 0.737442 1.000239 0.918603 -0.001037
11.933333 0.709395 1.000230 0.921574 -0.000997
12.000000 0.681696 1.000221 0.924518 -0.000957
12.066667 0.654366 1.000212 0.927431 -0.000919
12.133333 0.627424 1.000203 0.930312 -0.000881
12.200000 0.600890 1.000195 0.933159 -0.000844
12.266667 0.574785 1.000186 0.935967 -0.000808
12.333333 0.549128 1.000178 0.938736 -0.000773
12.400000 0.523938 1.000170 0.941463 -0.000738
12.466667 0.499236 1.000163 0.944144 -0.000705
12.533333 0.475040 1.000155 0.946778 -0.000672
12.600000 0.451369 1.000148 0.949361 -0.000641
12.666667 0.428243 1.000141 0.951892 -0.000610
12.733333 0.405681 1.000134 0.954368 -0.000580
12.800000 0.383700 1.000127 0.956786 -0.000552
12.866667 0.362319 1.000121 0.959145 -0.000524
12.933333 0.341556 1.000115 0.961440 -0.000497
13.000000 0.321430 1.000109 0.963670 -0.000472
13.066667 0.301958 1.000103 0.965833 -0.000447
13.133333 0.283157 1.000098 0.967926 -0.000424
13.200000 0.265045 1.000093 0.969946 -0.000401
13.266667 0.247637 1.000088 0.971892 -0.000380
13.333333 0.230952 1.000083 0.973761 -0.000360
13.400000 0.215005 1.000079 0.975551 -0.000341
13.466667 0.199811 1.000074 0.977258 -0.000323
13.533333 0.185388 1.000071 0.978883 -0.000306
13.600000 0.171749 1.000067 0.980421 -0.000290
13.666667 0.158910 1.000064 0.981871 -0.000275
13.733333 0.146885 1.000060 0.983231 -0.000262
13.800000 0.135690 1.000058 0.984500 -0.000250
13.866667 0.125336 1.000055 0.985674 -0.000238
13.933333 0.115839 1.000053 0.986752 -0.000228
14.000000 0.107211 1.000051 0.987733 -0.000219
14.066667 0.099466 1.000049 0.988614 -0.000211
14.133333 0.092614 1.000047 0.989394 -0.000205
14.200000 0.086668 1.000046 0.990072 -0.000199
14.266667 0.081640 1.000045 0.990645 -0.000195
14.333333 0.077541 1.000044 0.991112 -0.000192
14.400000 0.074381 1.000044 0.991473 -0.000189
14.466667 0.072170 1.000044 0.991726 -0.000188
14.533333 0.070919 1.000044 0.991868 -0.000188
14.600000 0.070635 1.000044 0.991901 -0.000189
14.666667 0.071329 1.000044 0.991822 -0.000192
14.733333 0.073007 1.000045 0.991630 -0.000195
14.800000 0.075678 1.000046 0.991325 -0.000199
14.866667 0.079349 1.000047 0.990906 -0.000205
14.933333 0.084027 1.000049 0.990373 -0.000211
15.000000 0.089717 1.000051 0.989724 -0.000218
15.066667 0.096425 1.000052 0.988960 -0.000227
15.133333 0.104156 1.000055 0.988080 -0.000236
15.200000 0.112913 1.000057 0.987085 -0.000247
15.266667 0.122702 1.000060 0.985973 -0.000258
15.333333 0.133523 1.000063 0.984745 -0.000271
15.400000 0.145381 1.000066 0.983402 -0.000284
15.466667 0.158276 1.000069 0.981943 -0.000299
15.533333 0.172210 1.000072 0.980369 -0.000314
15.600000 0.187181 1.000076 0.978681 -0.000330
15.666667 0.203191 1.000080 0.976878 -0.000347
15.733333 0.220237 1.000084 0.974963 -0.000365
15.800000 0.238317 1.000089 0.972936 -0.000384
15.866667 0.257428 1.000093 0.970797 -0.000404
15.933333 0.277567 1.000098 0.968549 -0.000424
16.000000 0.298728 1.000103 0.966192 -0.000445
16.066667 0.320905 1.000108 0.963729 -0.000468
16.133333 0.344093 1.000113 0.961159 -0.000490
16.200000 0.368282 1.000119 0.958486 -0.000514
16.266667 0.393465 1.000124 0.955711 -0.000539
16.333333 0.419632 1.000130 0.952836 -0.000564
16.400000 0.446772 1.000136 0.949864 -0.000589
16.466667 0.474873 1.000142 0.946796 -0.000616
16.533333 0.503922 1.000148 0.943635 -0.000643
16.600000 0.533904 1.000155 0.940383 -0.000671
16.666667 0.564804 1.000161 0.937044 -0.000699
16.733333 0.596604 1.000168 0.933619 -0.000728
16.800000 0.629288 1.000175 0.930113 -0.000758
16.866667 0.662834 1.000182 0.926527 -0.000788
16.933333 0.697222 1.000189 0.922866 -0.000819
17.000000 0.732431 1.000196 0.919133 -0.000850
17.066667 0.768435 1.000203 0.915331 -0.000882
17.133333 0.805209 1.000211 0.911464 -0.000914
17.200000 0.842727 1.000218 0.907536 -0.000946
17.266667 0.880960 1.000226 0.903550 -0.000980
17.333333 0.919877 1.000233 0.899510 -0.001013
17.400000 0.959447 1.000241 0.895422 -0.001047
17.466667 0.999636 1.000249 0.891288 -0.001081
17.533333 1.040409 1.000257 0.887114 -0.001116
17.600000 1.081730 1.000265 0.882904 -0.001150
17.666667 1.123558 1.000273 0.878663 -0.001186
17.733333 1.165854 1.000281 0.874394 -0.001221
17.800000 1.208575 1.000290 0.870104 -0.001257
17.866667 1.251678 1.000298 0.865797 -0.001292
17.933333 1.295115 1.000306 0.861478 -0.001328
18.000000 1.338840 1.000314 0.857152 -0.001365
18.066667 1.382803 1.000323 0.852825 -0.001401
18.133333 1.426953 1.000331 0.848501 -0.001437
18.200000 1.471236 1.000340 0.844186 -0.001474
18.266667 1.515598 1.000348 0.839886 -0.001511
18.333333 1.559983 1.000357 0.835605 -0.001547
18.400000 1.604332 1.000365 0.831349 -0.001584
18.466667 1.648587 1.000373 0.827124 -0.001620
18.533333 1.692687 1.000382 0.822935 -0.001657
18.600000 1.736569 1.000390 0.818788 -0.001693
18.666667 1.780170 1.000399 0.814688 -0.001730
18.733333 1.823426 1.000407 0.810641 -0.001766
18.800000 1.866271 1.000415 0.806652 -0.001802
18.866667 1.908640 1.000424 0.802727 -0.001838
18.933333 1.950465 1.000432 0.798871 -0.001874
19.000000 1.991680 1.000440 0.795089 -0.001909
19.066667 2.032216 1.000448 0.791388 -0.001944
19.133333 2.072007 1.000456 0.787770 -0.001979
19.200000 2.110985 1.000464 0.784243 -0.002014
19.266667 2.149083 1.000472 0.780811 -0.002048
19.333333 2.186235 1.000480 0.777478 -0.002082
19.400000 2.222375 1.000487 0.774250 -0.002115
19.466667 2.257439 1.000495 0.771131 -0.002148
19.533333 2.291365 1.000503 0.768125 -0.002181
19.600000 2.324090 1.000510 0.765236 -0.002213
19.666667 2.355556 1.000517 0.762469 -0.002245
19.733333 2.385706 1.000524 0.759827 -0.002276
19.800000 2.414485 1.000531 0.757314 -0.002306
19.866667 2.441841 1.000538 0.754932 -0.002336
19.933333 2.467726 1.000545 0.752686 -0.002365
20.000000 2.492093 1.000552 0.750577 -0.002394
20.066667 2.514900 1.000558 0.748609 -0.002422
20.133333 2.536110 1.000564 0.746783 -0.002449
20.200000 2.555686 1.000570 0.745102 -0.002476
20.266667 2.573599 1.000576 0.743567 -0.002501
20.333333 2.589822 1.000582 0.742179 -0.002526
20.400000 2.604333 1.000588 0.740941 -0.002551
20.466667 2.617114 1.000593 0.739851 -0.002574
20.533333 2.628152 1.000598 0.738911 -0.002597
20.600000 2.637438 1.000603 0.738122 -0.002618
20.666667 2.644968 1.000608 0.737482 -0.002639
20.733333 2.650743 1.000613 0.736992 -0.002659
20.800000 2.654768 1.000617 0.736651 -0.002678
20.866667 2.657051 1.000621 0.736457 -0.002696
20.933333 2.657608 1.000625 0.736410 -0.002714
21.000000 2.656455 1.000629 0.736508 -0.002730
21.066667 2.653616 1.000632 0.736748 -0.002745
21.133333 2.649116 1.000636 0.737130 -0.002759
21.200000 2.642985 1.000639 0.737651 -0.002772
21.266667 2.635257 1.000642 0.738307 -0.002785
21.333333 2.625969 1.000644 0.739097 -0.002796
21.400000 2.615160 1.000646 0.740018 -0.002806
21.466667 2.602873 1.000649 0.741065 -0.002815
21.533333 2.589154 1.000650 0.742237 -0.002823
21.600000 2.574050 1.000652 0.743528 -0.002829
21.666667 2.557610 1.000653 0.744937 -0.002835
21.733333 2.539887 1.000654 0.746458 -0.002840
21.800000 2.520933 1.000655 0.748089 -0.002843
21.866667 2.500802 1.000656 0.749825 -0.002846
21.933333 2.479550 1.000656 0.751662 -0.002847
22.000000 2.457233 1.000656 0.753596 -0.002847
22.066667 2.433906 1.000656 0.755622 -0.002846
22.133333 2.409627 1.000655 0.757737 -0.002844
22.200000 2.384453 1.000654 0.759937 -0.002840
22.266667 2.358440 1.000653 0.762216 -0.002836
22.333333 2.331643 1.000652 0.764571 -0.002830
22.400000 2.304119 1.000651 0.766998 -0.002824
22.466667 2.275922 1.000649 0.769492 -0.002816
22.533333 2.247107 1.000647 0.772049 -0.002807
22.600000 2.217726 1.000644 0.774665 -0.002797
22.666667 2.187831 1.000642 0.777335 -0.002786
22.733333 2.157472 1.000639 0.780057 -0.002774
22.800000 2.126698 1.000636 0.782826 -0.002760
22.866667 2.095558 1.000633 0.785637 -0.002746
22.933333 2.064096 1.000629 0.788488 -0.002731
23.000000 2.032357 1.000625 0.791375 -0.002714
23.066667 2.000385 1.000621 0.794293 -0.002697
23.133333 1.968220 1.000617 0.797240 -0.002678
23.200000 1.935901 1.000613 0.800212 -0.002658
23.266667 1.903466 1.000608 0.803206 -0.002638
23.333333 1.870951 1.000603 0.806218 -0.002616
23.400000 1.838389 1.000598 0.809246 -0.002594
23.466667 1.805814 1.000592 0.812287 -0.002571
23.533333 1.773256 1.000587 0.815337 -0.002546
23.600000 1.740744 1.000581 0.818395 -0.002521
23.666667 1.708304 1.000575 0.821457 -0.002495
23.733333 1.675963 1.000569 0.824521 -0.002469
23.800000 1.643744 1.000562 0.827585 -0.002441
23.866667 1.611670 1.000556 0.830647 -0.002413
23.933333 1.579762 1.000549 0.833704 -0.002384
24.000000 1.548039 1.000542 0.836755 -0.002354
24.066667 1.516518 1.000535 0.839797 -0.002323
24.133333 1.485218 1.000528 0.842828 -0.002292
24.200000 1.454152 1.000521 0.845848 -0.002260
24.266667 1.423335 1.000513 0.848854 -0.002228
24.333333 1.392780 1.000506 0.851846 -0.002195
24.400000 1.362498 1.000498 0.854821 -0.002161
24.466667 1.332501 1.000490 0.857778 -0.002127
24.533333 1.302796 1.000482 0.860717 -0.002093
24.600000 1.273395 1.000474 0.863635 -0.002058
24.666667 1.244303 1.000466 0.866532 -0.002023
24.733333 1.215529 1.000458 0.869408 -0.001987
24.800000 1.187077 1.000450 0.872260 -0.001952
24.866667 1.158954 1.000441 0.875089 -0.001915
24.933333 1.131165 1.000433 0.877893 -0.001879
25.000000 1.103713 1.000425 0.880672 -0.001842
25.066667 1.076603 1.000416 0.883425 -0.001806
25.133333 1.049837 1.000408 0.886152 -0.001769
25.200000 1.023418 1.000399 0.888851 -0.001732
25.266667 0.997349 1.000391 0.891523 -0.001695
25.333333 0.971633 1.000382 0.894166 -0.001658
25.400000 0.946269 1.000373 0.896781 -0.001621
25.466667 0.921261 1.000365 0.899367 -0.001584
25.533333 0.896610 1.000357 0.901923 -0.001547
25.600000 0.872317 1.000348 0.904449 -0.001511
25.666667 0.848383 1.000340 0.906945 -0.001474
25.733333 0.824809 1.000331 0.909410 -0.001438
25.800000 0.801597 1.000323 0.911843 -0.001402
25.866667 0.778748 1.000315 0.914245 -0.001366
25.933333 0.756264 1.000307 0.916615 -0.001331
26.000000 0.734145 1.000299 0.918952 -0.001296
26.066667 0.712393 1.000291 0.921256 -0.001261
26.133333 0.691010 1.000283 0.923527 -0.001227
26.200000 0.669998 1.000275 0.925764 -0.001193
26.266667 0.649359 1.000267 0.927966 -0.001160
26.333333 0.629095 1.000260 0.930133 -0.001128
26.400000 0.609209 1.000253 0.932265 -0.001096
26.466667 0.589705 1.000245 0.934361 -0.001064
26.533333 0.570584 1.000238 0.936420 -0.001033
26.600000 0.551851 1.000231 0.938442 -0.001003
26.666667 0.533510 1.000224 0.940426 -0.000974
26.733333 0.515565 1.000218 0.942371 -0.000945
26.800000 0.498020 1.000211 0.944276 -0.000917
26.866667 0.480880 1.000205 0.946141 -0.000890
26.933333 0.464151 1.000199 0.947965 -0.000864
27.000000 0.447838 1.000193 0.949747 -0.000839
27.066667 0.431947 1.000188 0.951487 -0.000814
27.133333 0.416485 1.000182 0.953182 -0.000790
27.200000 0.401458 1.000177 0.954832 -0.000767
27.266667 0.386873 1.000172 0.956437 -0.000746
27.333333 0.372738 1.000167 0.957995 -0.000725
27.400000 0.359060 1.000162 0.959504 -0.000705
27.466667 0.345848 1.000158 0.960965 -0.000686
27.533333 0.333110 1.000154 0.962375 -0.000668
27.600000 0.320855 1.000150 0.963734 -0.000651
27.666667 0.309091 1.000146 0.965040 -0.000635
27.733333 0.297828 1.000143 0.966292 -0.000620
27.800000 0.287076 1.000140 0.967489 -0.000606
27.866667 0.276844 1.000137 0.968630 -0.000593
27.933333 0.267142 1.000134 0.969712 -0.000581
28.000000 0.257981 1.000132 0.970736 -0.000571
28.066667 0.249371 1.000129 0.971698 -0.000561
28.133333 0.241323 1.000127 0.972599 -0.000553
28.200000 0.233848 1.000126 0.973436 -0.000545
28.266667 0.226956 1.000124 0.974209 -0.000539
28.333333 0.220658 1.000123 0.974916 -0.000534
28.400000 0.214967 1.000122 0.975555 -0.000529
28.466667 0.209893 1.000121 0.976125 -0.000526
28.533333 0.205447 1.000121 0.976625 -0.000524
28.600000 0.201640 1.000121 0.977053 -0.000523
28.666667 0.198485 1.000121 0.977408 -0.000524
28.733333 0.195993 1.000121 0.977688 -0.000525
28.800000 0.194174 1.000122 0.977893 -0.000527
28.866667 0.193041 1.000122 0.978020 -0.000530
28.933333 0.192604 1.000123 0.978070 -0.000535
29.000000 0.192874 1.000125 0.978039 -0.000540
29.066667 0.193863 1.000126 0.977928 -0.000546
29.133333 0.195581 1.000128 0.977734 -0.000554
29.200000 0.198039 1.000130 0.977458 -0.000562
29.266667 0.201248 1.000132 0.977097 -0.000571
29.333333 0.205217 1.000134 0.976650 -0.000581
29.400000 0.209956 1.000137 0.976118 -0.000593
29.466667 0.215476 1.000139 0.975498 -0.000605
29.533333 0.221786 1.000142 0.974789 -0.000618
29.600000 0.228895 1.000146 0.973992 -0.000631
29.666667 0.236811 1.000149 0.973104 -0.000646
29.733333 0.245544 1.000153 0.972127 -0.000662
29.800000 0.255101 1.000156 0.971058 -0.000678
29.866667 0.265489 1.000160 0.969897 -0.000695
29.933333 0.276717 1.000164 0.968644 -0.000713
30.000000 0.288790 1.000169 0.967298 -0.000731
30.066667 0.301716 1.000173 0.965860 -0.000751
30.133333 0.315499 1.000178 0.964329 -0.000770
30.200000 0.330144 1.000182 0.962704 -0.000791
30.266667 0.345658 1.000187 0.960986 -0.000812
30.333333 0.362042 1.000192 0.959175 -0.000834
30.400000 0.379302 1.000197 0.957271 -0.000857
30.466667 0.397438 1.000203 0.955274 -0.000879
30.533333 0.416455 1.000208 0.953185 -0.000903
30.600000 0.436352 1.000214 0.951004 -0.000927
30.666667 0.457130 1.000219 0.948732 -0.000951
30.733333 0.478789 1.000225 0.946369 -0.000976
30.800000 0.501328 1.000231 0.943917 -0.001002
30.866667 0.524745 1.000237 0.941375 -0.001027
30.933333 0.549038 1.000243 0.938746 -0.001053
31.000000 0.574201 1.000249 0.936030 -0.001080
31.066667 0.600231 1.000255 0.933229 -0.001106
31.133333 0.627123 1.000261 0.930345 -0.001133
31.200000 0.654868 1.000267 0.927378 -0.001160
31.266667 0.683459 1.000274 0.924330 -0.001188
31.333333 0.712888 1.000280 0.921204 -0.001215
31.400000 0.743144 1.000286 0.918000 -0.001243
31.466667 0.774216 1.000293 0.914722 -0.001271
31.533333 0.806090 1.000299 0.911372 -0.001299
31.600000 0.838754 1.000306 0.907951 -0.001327
31.666667 0.872192 1.000312 0.904462 -0.001355
31.733333 0.906387 1.000319 0.900908 -0.001384
31.800000 0.941321 1.000325 0.897292 -0.001412
31.866667 0.976974 1.000332 0.893617 -0.001440
31.933333 1.013326 1.000338 0.889885 -0.001468
32.000000 1.050353 1.000345 0.886099 -0.001497
32.066667 1.088031 1.000351 0.882264 -0.001525
32.133333 1.126334 1.000358 0.878382 -0.001553
32.200000 1.165234 1.000364 0.874457 -0.001581
32.266667 1.204701 1.000371 0.870492 -0.001608
32.333333 1.244705 1.000377 0.866492 -0.001636
32.400000 1.285212 1.000383 0.862461 -0.001663
32.466667 1.326186 1.000390 0.858402 -0.001691
32.533333 1.367590 1.000396 0.854320 -0.001718
32.600000 1.409386 1.000402 0.850219 -0.001744
32.666667 1.451533 1.000408 0.846103 -0.001771
32.733333 1.493986 1.000414 0.841978 -0.001797
32.800000 1.536702 1.000420 0.837847 -0.001823
32.866667 1.579633 1.000426 0.833716 -0.001849
32.933333 1.622729 1.000432 0.829590 -0.001874
33.000000 1.665940 1.000438 0.825473 -0.001899
33.066667 1.709212 1.000443 0.821371 -0.001924
33.133333 1.752490 1.000449 0.817289 -0.001948
33.200000 1.795716 1.000454 0.813232 -0.001972
33.266667 1.838832 1.000460 0.809205 -0.001995
33.333333 1.881776 1.000465 0.805214 -0.002018
33.400000 1.924486 1.000470 0.801264 -0.002041
33.466667 1.966897 1.000475 0.797361 -0.002063
33.533333 2.008942 1.000480 0.793511 -0.002085
33.600000 2.050554 1.000485 0.789718 -0.002107
33.666667 2.091665 1.000490 0.785990 -0.002127
33.733333 2.132203 1.000495 0.782330 -0.002148
33.800000 2.172098 1.000499 0.778745 -0.002168
33.866667 2.211278 1.000504 0.775240 -0.002187
33.933333 2.249669 1.000508 0.771821 -0.002206
34.000000 2.287199 1.000512 0.768493 -0.002224
34.066667 2.323793 1.000517 0.765262 -0.002242
34.133333 2.359380 1.000521 0.762133 -0.002259
34.200000 2.393884 1.000524 0.759112 -0.002276
34.266667 2.427236 1.000528 0.756203 -0.002292
34.333333 2.459362 1.000532 0.753411 -0.002308
34.400000 2.490192 1.000535 0.750741 -0.002323
34.466667 2.519658 1.000539 0.748199 -0.002337
34.533333 2.547692 1.000542 0.745788 -0.002351
34.600000 2.574230 1.000545 0.743513 -0.002365
34.666667 2.599210 1.000548 0.741378 -0.002377
34.733333 2.622572 1.000550 0.739386 -0.002389
34.800000 2.644260 1.000553 0.737542 -0.002401
34.866667 2.664221 1.000556 0.735849 -0.002411
34.933333 2.682405 1.000558 0.734310 -0.002421
35.000000 2.698769 1.000560 0.732928 -0.002431
35.066667 2.713271 1.000562 0.731706 -0.002440
35.133333 2.725875 1.000564 0.730645 -0.002448
35.200000 2.736550 1.000566 0.729747 -0.002455
35.266667 2.745270 1.000567 0.729015 -0.002462
35.333333 2.752013 1.000569 0.728449 -0.002468
35.400000 2.756765 1.000570 0.728051 -0.002474
35.466667 2.759513 1.000571 0.727821 -0.002478
35.533333 2.760254 1.000572 0.727758 -0.002482
35.600000 2.758989 1.000573 0.727865 -0.002486
35.666667 2.755722 1.000573 0.728138 -0.002488
