# z LM (E,E) abs(P1) alpha
31.066667 8.640200 1.001690 0.369820 -0.007331
31.133333 8.583745 1.001690 0.372231 -0.007332
31.200000 8.528650 1.001690 0.374600 -0.007333
31.266667 8.474892 1.001690 0.376925 -0.007334
31.333333 8.422448 1.001691 0.379208 -0.007334
31.400000 8.371296 1.001691 0.381448 -0.007335
31.466667 8.321414 1.001691 0.383645 -0.007335
31.533333 8.272783 1.001691 0.385799 -0.007336
31.600000 8.225382 1.001691 0.387910 -0.007336
31.666667 8.179192 1.001691 0.389978 -0.007337
31.733333 8.134195 1.001691 0.392004 -0.007337
31.800000 8.090374 1.001691 0.393986 -0.007337
31.866667 8.047711 1.001691 0.395926 -0.007337
31.933333 8.006191 1.001691 0.397824 -0.007338
32.000000 7.965797 1.001691 0.399678 -0.007338
32.066667 7.926516 1.001691 0.401489 -0.007338
32.133333 7.888333 1.001691 0.403258 -0.007338
32.200000 7.851234 1.001691 0.404984 -0.007338
32.266667 7.815205 1.001691 0.406668 -0.007338
32.333333 7.780233 1.001691 0.408308 -0.007338
32.400000 7.746307 1.001692 0.409906 -0.007338
32.466667 7.713412 1.001692 0.411462 -0.007339
32.533333 7.681536 1.001692 0.412974 -0.007339
32.600000 7.650669 1.001692 0.414445 -0.007339
32.666667 7.620796 1.001692 0.415873 -0.007339
32.733333 7.591905 1.001692 0.417258 -0.007339
32.800000 7.563985 1.001692 0.418601 -0.007339
32.866667 7.537022 1.001692 0.419903 -0.007339
32.933333 7.511004 1.001692 0.421163 -0.007339
33.000000 7.485916 1.001692 0.422381 -0.007339
33.066667 7.461745 1.001692 0.423558 -0.007339
33.133333 7.438477 1.001692 0.424694 -0.007339
33.200000 7.416095 1.001692 0.425790 -0.007339
33.266667 7.394585 1.001692 0.426846 -0.007339
33.333333 7.373930 1.001692 0.427862 -0.007339
33.400000 7.354112 1.001692 0.428839 -0.007339
33.466667 7.335113 1.001692 0.429778 -0.007340
33.533333 7.316914 1.001692 0.430680 -0.007340
33.600000 7.299494 1.001692 0.431544 -0.007340
33.666667 7.282831 1.001692 0.432373 -0.007340
33.733333 7.266903 1.001692 0.433166 -0.007340
33.800000 7.251686 1.001692 0.433926 -0.007341
33.866667 7.237155 1.001692 0.434653 -0.007341
33.933333 7.223284 1.001692 0.435347 -0.007341
34.000000 7.210045 1.001692 0.436011 -0.007341
34.066667 7.197408 1.001692 0.436646 -0.007342
34.133333 7.185345 1.001692 0.437253 -0.007342
34.200000 7.173823 1.001692 0.437833 -0.007343
34.266667 7.162810 1.001693 0.438389 -0.007343
34.333333 7.152271 1.001693 0.438921 -0.007343
34.400000 7.142172 1.001693 0.439432 -0.007344
34.466667 7.132476 1.001693 0.439923 -0.007345
34.533333 7.123145 1.001693 0.440395 -0.007345
34.600000 7.114141 1.001693 0.440852 -0.007346
34.666667 7.105424 1.001693 0.441295 -0.007346
34.733333 7.096954 1.001693 0.441725 -0.007347
34.800000 7.088689 1.001694 0.442146 -0.007348
34.866667 7.080588 1.001694 0.442558 -0.007349
34.933333 7.072608 1.001694 0.442965 -0.007350
35.000000 7.064706 1.001694 0.443368 -0.007350
35.066667 7.056838 1.001694 0.443770 -0.007351
