# z LM (E,E) abs(P1) alpha
12.466667 18.639868 1.003583 0.116952 -0.015531
12.533333 18.738675 1.003578 0.115629 -0.015509
12.600000 18.836104 1.003572 0.114339 -0.015484
12.666667 18.932014 1.003565 0.113084 -0.015456
12.733333 19.026270 1.003558 0.111863 -0.015426
12.800000 19.118753 1.003551 0.110678 -0.015393
12.866667 19.209355 1.003543 0.109530 -0.015358
12.933333 19.297985 1.003534 0.108418 -0.015320
13.000000 19.384571 1.003525 0.107342 -0.015280
13.066667 19.469058 1.003515 0.106303 -0.015237
13.133333 19.551413 1.003504 0.105300 -0.015192
13.200000 19.631622 1.003494 0.104332 -0.015145
13.266667 19.709694 1.003482 0.103399 -0.015095
13.333333 19.785662 1.003470 0.102498 -0.015044
13.400000 19.859579 1.003458 0.101630 -0.014990
13.466667 19.931521 1.003445 0.100792 -0.014934
13.533333 20.001584 1.003432 0.099982 -0.014877
13.600000 20.069885 1.003418 0.099199 -0.014817
13.666667 20.136561 1.003404 0.098440 -0.014755
13.733333 20.201764 1.003389 0.097704 -0.014692
13.800000 20.265663 1.003374 0.096988 -0.014627
13.866667 20.328442 1.003358 0.096289 -0.014560
13.933333 20.390295 1.003343 0.095606 -0.014491
14.000000 20.451425 1.003326 0.094936 -0.014421
14.066667 20.512045 1.003310 0.094275 -0.014349
14.133333 20.572369 1.003293 0.093623 -0.014276
14.200000 20.632617 1.003276 0.092976 -0.014202
14.266667 20.693008 1.003258 0.092331 -0.014125
14.333333 20.753762 1.003240 0.091688 -0.014048
14.400000 20.815092 1.003222 0.091043 -0.013969
14.466667 20.877207 1.003203 0.090394 -0.013889
14.533333 20.940310 1.003185 0.089740 -0.013808
14.600000 21.004593 1.003166 0.089078 -0.013726
14.666667 21.070239 1.003147 0.088407 -0.013643
14.733333 21.137417 1.003127 0.087726 -0.013558
14.800000 21.206284 1.003107 0.087033 -0.013473
14.866667 21.276982 1.003087 0.086328 -0.013387
14.933333 21.349636 1.003067 0.085609 -0.013300
15.000000 21.424355 1.003047 0.084875 -0.013212
15.066667 21.501229 1.003027 0.084128 -0.013124
15.133333 21.580329 1.003006 0.083365 -0.013034
15.200000 21.661706 1.002985 0.082588 -0.012944
15.266667 21.745389 1.002964 0.081796 -0.012854
15.333333 21.831384 1.002943 0.080990 -0.012763
15.400000 21.919677 1.002922 0.080171 -0.012671
15.466667 22.010228 1.002901 0.079339 -0.012579
15.533333 22.102972 1.002879 0.078497 -0.012486
15.600000 22.197821 1.002858 0.077644 -0.012393
15.666667 22.294659 1.002836 0.076783 -0.012300
15.733333 22.393345 1.002815 0.075916 -0.012207
15.800000 22.493711 1.002793 0.075044 -0.012113
15.866667 22.595562 1.002772 0.074169 -0.012019
15.933333 22.698677 1.002750 0.073294 -0.011925
16.000000 22.802809 1.002728 0.072420 -0.011831
16.066667 22.907685 1.002706 0.071551 -0.011736
16.133333 23.013009 1.002684 0.070689 -0.011642
16.200000 23.118460 1.002663 0.069836 -0.011548
16.266667 23.223700 1.002641 0.068995 -0.011453
16.333333 23.328369 1.002619 0.068168 -0.011359
16.400000 23.432096 1.002597 0.067359 -0.011265
16.466667 23.534499 1.002576 0.066569 -0.011171
16.533333 23.635188 1.002554 0.065802 -0.011077
16.600000 23.733775 1.002532 0.065060 -0.010984
16.666667 23.829874 1.002511 0.064344 -0.010890
16.733333 23.923114 1.002489 0.063657 -0.010797
16.800000 24.013137 1.002468 0.063000 -0.010704
16.866667 24.099615 1.002447 0.062376 -0.010612
16.933333 24.182247 1.002426 0.061786 -0.010520
17.000000 24.260771 1.002404 0.061230 -0.010428
17.066667 24.334971 1.002383 0.060709 -0.010337
17.133333 24.404680 1.002362 0.060224 -0.010247
17.200000 24.469784 1.002342 0.059774 -0.010156
17.266667 24.530229 1.002321 0.059359 -0.010067
17.333333 24.586022 1.002300 0.058979 -0.009978
17.400000 24.637231 1.002280 0.058633 -0.009889
17.466667 24.683986 1.002260 0.058318 -0.009801
17.533333 24.726479 1.002239 0.058033 -0.009714
17.600000 24.764958 1.002219 0.057777 -0.009627
17.666667 24.799726 1.002200 0.057546 -0.009541
17.733333 24.831136 1.002180 0.057338 -0.009456
17.800000 24.859583 1.002160 0.057151 -0.009371
17.866667 24.885501 1.002141 0.056980 -0.009287
17.933333 24.909354 1.002122 0.056824 -0.009204
18.000000 24.931630 1.002103 0.056679 -0.009121
18.066667 24.952837 1.002084 0.056540 -0.009040
18.133333 24.973493 1.002065 0.056406 -0.008959
18.200000 24.994122 1.002047 0.056272 -0.008879
18.266667 25.015251 1.002028 0.056135 -0.008800
18.333333 25.037398 1.002010 0.055993 -0.008721
18.400000 25.061077 1.001993 0.055840 -0.008644
18.466667 25.086788 1.001975 0.055675 -0.008567
18.533333 25.115015 1.001957 0.055494 -0.008491
18.600000 25.146226 1.001940 0.055295 -0.008417
18.666667 25.180867 1.001923 0.055075 -0.008343
18.733333 25.219366 1.001906 0.054832 -0.008270
18.800000 25.262126 1.001890 0.054562 -0.008198
18.866667 25.309524 1.001873 0.054265 -0.008127
18.933333 25.361917 1.001857 0.053939 -0.008057
19.000000 25.419634 1.001841 0.053582 -0.007987
19.066667 25.482976 1.001825 0.053193 -0.007919
19.133333 25.552219 1.001810 0.052770 -0.007852
19.200000 25.627609 1.001795 0.052314 -0.007786
19.266667 25.709363 1.001780 0.051824 -0.007721
19.333333 25.797666 1.001765 0.051300 -0.007656
19.400000 25.892668 1.001750 0.050742 -0.007593
19.466667 25.994483 1.001736 0.050151 -0.007531
19.533333 26.103185 1.001722 0.049527 -0.007470
19.600000 26.218801 1.001708 0.048872 -0.007410
19.666667 26.341312 1.001694 0.048187 -0.007351
19.733333 26.470640 1.001681 0.047475 -0.007293
19.800000 26.606645 1.001668 0.046738 -0.007236
19.866667 26.749115 1.001655 0.045977 -0.007180
19.933333 26.897757 1.001642 0.045197 -0.007125
20.000000 27.052186 1.001630 0.044401 -0.007071
20.066667 27.211911 1.001618 0.043592 -0.007018
20.133333 27.376327 1.001606 0.042774 -0.006967
20.200000 27.544693 1.001594 0.041953 -0.006916
20.266667 27.716126 1.001582 0.041133 -0.006866
20.333333 27.889581 1.001571 0.040320 -0.006818
20.400000 28.063844 1.001560 0.039519 -0.006770
20.466667 28.237519 1.001550 0.038737 -0.006724
20.533333 28.409029 1.001539 0.037979 -0.006678
20.600000 28.576613 1.001529 0.037254 -0.006634
20.666667 28.738344 1.001519 0.036566 -0.006590
20.733333 28.892153 1.001509 0.035925 -0.006548
20.800000 29.035867 1.001500 0.035335 -0.006507
20.866667 29.167264 1.001490 0.034805 -0.006467
20.933333 29.284145 1.001481 0.034339 -0.006427
21.000000 29.384416 1.001473 0.033945 -0.006389
21.066667 29.466184 1.001464 0.033627 -0.006352
21.133333 29.527848 1.001456 0.033389 -0.006316
21.200000 29.568192 1.001448 0.033235 -0.006281
21.266667 29.586455 1.001440 0.033165 -0.006247
21.333333 29.582384 1.001432 0.033180 -0.006214
21.400000 29.556250 1.001425 0.033280 -0.006182
21.466667 29.508836 1.001418 0.033462 -0.006151
21.533333 29.441394 1.001411 0.033723 -0.006121
21.600000 29.355573 1.001404 0.034058 -0.006092
21.666667 29.253335 1.001397 0.034461 -0.006064
21.733333 29.136858 1.001391 0.034927 -0.006036
21.800000 29.008448 1.001385 0.035447 -0.006010
21.866667 28.870447 1.001379 0.036015 -0.005985
21.933333 28.725166 1.001374 0.036622 -0.005961
22.000000 28.574826 1.001368 0.037261 -0.005937
22.066667 28.421518 1.001363 0.037925 -0.005915
22.133333 28.267175 1.001358 0.038605 -0.005894
22.200000 28.113560 1.001353 0.039294 -0.005873
22.266667 27.962260 1.001349 0.039984 -0.005853
22.333333 27.814694 1.001345 0.040669 -0.005835
22.400000 27.672116 1.001340 0.041342 -0.005817
22.466667 27.535635 1.001337 0.041997 -0.005800
22.533333 27.406223 1.001333 0.042627 -0.005783
22.600000 27.284735 1.001329 0.043228 -0.005768
22.666667 27.171925 1.001326 0.043793 -0.005754
22.733333 27.068456 1.001323 0.044318 -0.005740
22.800000 26.974921 1.001320 0.044798 -0.005727
22.866667 26.891850 1.001317 0.045228 -0.005715
22.933333 26.819728 1.001314 0.045605 -0.005704
23.000000 26.759001 1.001312 0.045925 -0.005693
23.066667 26.710089 1.001310 0.046184 -0.005684
23.133333 26.673395 1.001308 0.046380 -0.005675
23.200000 26.649315 1.001306 0.046509 -0.005666
23.266667 26.638243 1.001304 0.046568 -0.005659
23.333333 26.640580 1.001303 0.046556 -0.005652
23.400000 26.656743 1.001301 0.046469 -0.005646
23.466667 26.687171 1.001300 0.046306 -0.005641
23.533333 26.732333 1.001299 0.046066 -0.005636
23.600000 26.792736 1.001298 0.045747 -0.005632
23.666667 26.868930 1.001297 0.045348 -0.005629
23.733333 26.961525 1.001297 0.044867 -0.005626
23.800000 27.071189 1.001296 0.044304 -0.005624
23.866667 27.198672 1.001296 0.043658 -0.005623
23.933333 27.344808 1.001296 0.042930 -0.005622
24.000000 27.510534 1.001296 0.042119 -0.005622
24.066667 27.696910 1.001296 0.041224 -0.005622
24.133333 27.905133 1.001296 0.040248 -0.005623
24.200000 28.136565 1.001296 0.039190 -0.005625
24.266667 28.392760 1.001297 0.038051 -0.005627
24.333333 28.675500 1.001297 0.036832 -0.005629
24.400000 28.986835 1.001298 0.035535 -0.005632
24.466667 29.329135 1.001299 0.034162 -0.005636
24.533333 29.705151 1.001300 0.032715 -0.005640
24.600000 30.118091 1.001301 0.031196 -0.005645
24.666667 30.571711 1.001302 0.029608 -0.005650
24.733333 31.070423 1.001303 0.027956 -0.005655
24.800000 31.619417 1.001305 0.026244 -0.005661
24.866667 32.224791 1.001306 0.024477 -0.005668
24.933333 32.893667 1.001308 0.022663 -0.005675
25.000000 33.634211 1.001309 0.020811 -0.005682
25.066667 34.455411 1.001311 0.018933 -0.005689
25.133333 35.366214 1.001313 0.017049 -0.005697
25.200000 36.373107 1.001315 0.015183 -0.005706
25.266667 37.474040 1.001317 0.013375 -0.005715
25.333333 38.644295 1.001319 0.011689 -0.005724
25.400000 39.807303 1.001321 0.010224 -0.005733
25.466667 40.790949 1.001324 0.009130 -0.005743
25.533333 41.319960 1.001326 0.008590 -0.005753
25.600000 41.161889 1.001328 0.008748 -0.005764
25.666667 40.354192 1.001331 0.009600 -0.005775
25.733333 39.162430 1.001333 0.011012 -0.005786
25.800000 37.842893 1.001336 0.012819 -0.005797
25.866667 36.541066 1.001339 0.014892 -0.005809
25.933333 35.317386 1.001341 0.017145 -0.005821
26.000000 34.189108 1.001344 0.019523 -0.005833
26.066667 33.155277 1.001347 0.021991 -0.005845
26.133333 32.208370 1.001350 0.024523 -0.005858
26.200000 31.339206 1.001353 0.027104 -0.005871
26.266667 30.538861 1.001356 0.029721 -0.005884
26.333333 29.799322 1.001359 0.032362 -0.005897
26.400000 29.113630 1.001362 0.035020 -0.005910
26.466667 28.475824 1.001365 0.037688 -0.005924
26.533333 27.880819 1.001368 0.040361 -0.005938
26.600000 27.324278 1.001372 0.043031 -0.005952
26.666667 26.802488 1.001375 0.045696 -0.005966
26.733333 26.312262 1.001378 0.048349 -0.005980
26.800000 25.850846 1.001382 0.050987 -0.005995
26.866667 25.415854 1.001385 0.053605 -0.006009
26.933333 25.005201 1.001388 0.056200 -0.006024
27.000000 24.617060 1.001392 0.058769 -0.006039
27.066667 24.249822 1.001395 0.061307 -0.006054
27.133333 23.902062 1.001399 0.063811 -0.006069
27.200000 23.572510 1.001402 0.066279 -0.006084
27.266667 23.260031 1.001406 0.068707 -0.006099
27.333333 22.963608 1.001409 0.071092 -0.006114
27.400000 22.682319 1.001413 0.073432 -0.006130
27.466667 22.415333 1.001416 0.075724 -0.006145
27.533333 22.161890 1.001420 0.077966 -0.006161
27.600000 21.921297 1.001423 0.080156 -0.006176
27.666667 21.692918 1.001427 0.082291 -0.006192
27.733333 21.476165 1.001431 0.084371 -0.006208
27.800000 21.270495 1.001434 0.086392 -0.006223
27.866667 21.075402 1.001438 0.088355 -0.006239
27.933333 20.890414 1.001442 0.090257 -0.006255
28.000000 20.715086 1.001445 0.092097 -0.006271
28.066667 20.548999 1.001449 0.093875 -0.006287
28.133333 20.391757 1.001452 0.095590 -0.006302
28.200000 20.242982 1.001456 0.097241 -0.006318
28.266667 20.102311 1.001460 0.098829 -0.006334
28.333333 19.969397 1.001463 0.100353 -0.006350
28.400000 19.843901 1.001467 0.101813 -0.006366
28.466667 19.725496 1.001471 0.103211 -0.006382
28.533333 19.613863 1.001474 0.104546 -0.006397
28.600000 19.508686 1.001478 0.105820 -0.006413
28.666667 19.409655 1.001482 0.107033 -0.006429
28.733333 19.316462 1.001485 0.108187 -0.006445
28.800000 19.228802 1.001489 0.109285 -0.006461
28.866667 19.146367 1.001493 0.110327 -0.006476
28.933333 19.068852 1.001496 0.111316 -0.006492
29.000000 18.995946 1.001500 0.112254 -0.006508
29.066667 18.927339 1.001503 0.113144 -0.006523
29.133333 18.862713 1.001507 0.113989 -0.006539
29.200000 18.801751 1.001511 0.114792 -0.006554
29.266667 18.744126 1.001514 0.115556 -0.006570
29.333333 18.689511 1.001518 0.116285 -0.006585
29.400000 18.637571 1.001521 0.116983 -0.006601
29.466667 18.587967 1.001525 0.117653 -0.006616
29.533333 18.540355 1.001528 0.118299 -0.006631
29.600000 18.494387 1.001532 0.118927 -0.006647
29.666667 18.449712 1.001535 0.119540 -0.006662
29.733333 18.405976 1.001539 0.120144 -0.006677
29.800000 18.362825 1.001542 0.120742 -0.006692
29.866667 18.319903 1.001546 0.121340 -0.006707
29.933333 18.276860 1.001549 0.121943 -0.006722
30.000000 18.233346 1.001553 0.122555 -0.006737
30.066667 18.189019 1.001556 0.123183 -0.006752
30.133333 18.143546 1.001560 0.123829 -0.006767
30.200000 18.096605 1.001563 0.124500 -0.006782
30.266667 18.047887 1.001566 0.125200 -0.006796
30.333333 17.997100 1.001570 0.125935 -0.006811
30.400000 17.943972 1.001573 0.126707 -0.006825
30.466667 17.888250 1.001576 0.127523 -0.006840
30.533333 17.829709 1.001580 0.128385 -0.006854
30.600000 17.768148 1.001583 0.129298 -0.006869
30.666667 17.703394 1.001586 0.130266 -0.006883
30.733333 17.635306 1.001590 0.131291 -0.006897
30.800000 17.563772 1.001593 0.132377 -0.006911
30.866667 17.488714 1.001596 0.133526 -0.006926
30.933333 17.410086 1.001599 0.134740 -0.006940
31.000000 17.327873 1.001603 0.136021 -0.006953
31.066667 17.242093 1.001606 0.137371 -0.006967
31.133333 17.152794 1.001609 0.138791 -0.006981
31.200000 17.060054 1.001612 0.140280 -0.006995
31.266667 16.963977 1.001615 0.141841 -0.007008
31.333333 16.864692 1.001618 0.143471 -0.007022
31.400000 16.762351 1.001621 0.145172 -0.007035
31.466667 16.657126 1.001625 0.146941 -0.007049
31.533333 16.549207 1.001628 0.148778 -0.007062
31.600000 16.438795 1.001631 0.150682 -0.007075
31.666667 16.326105 1.001634 0.152649 -0.007088
31.733333 16.211361 1.001637 0.154679 -0.007101
31.800000 16.094790 1.001640 0.156769 -0.007114
31.866667 15.976625 1.001643 0.158916 -0.007127
31.933333 15.857099 1.001645 0.161118 -0.007139
32.000000 15.736443 1.001648 0.163372 -0.007152
32.066667 15.614885 1.001651 0.165675 -0.007164
32.133333 15.492650 1.001654 0.168023 -0.007177
32.200000 15.369954 1.001657 0.170413 -0.007189
32.266667 15.247007 1.001660 0.172842 -0.007201
32.333333 15.124011 1.001662 0.175307 -0.007213
32.400000 15.001157 1.001665 0.177804 -0.007225
32.466667 14.878627 1.001668 0.180330 -0.007236
32.533333 14.756592 1.001671 0.182882 -0.007248
32.600000 14.635214 1.001673 0.185455 -0.007259
32.666667 14.514641 1.001676 0.188048 -0.007271
32.733333 14.395014 1.001678 0.190655 -0.007282
32.800000 14.276461 1.001681 0.193276 -0.007293
32.866667 14.159099 1.001683 0.195905 -0.007304
32.933333 14.043036 1.001686 0.198540 -0.007314
33.000000 13.928369 1.001688 0.201179 -0.007325
33.066667 13.815185 1.001691 0.203817 -0.007336
33.133333 13.703564 1.001693 0.206453 -0.007346
33.200000 13.593573 1.001695 0.209084 -0.007356
33.266667 13.485275 1.001698 0.211707 -0.007366
33.333333 13.378722 1.001700 0.214321 -0.007376
33.400000 13.273959 1.001702 0.216921 -0.007386
33.466667 13.171023 1.001705 0.219507 -0.007396
33.533333 13.069946 1.001707 0.222077 -0.007405
33.600000 12.970752 1.001709 0.224627 -0.007415
33.666667 12.873460 1.001711 0.227157 -0.007424
33.733333 12.778082 1.001713 0.229666 -0.007433
33.800000 12.684627 1.001715 0.232150 -0.007442
33.866667 12.593097 1.001717 0.234609 -0.007451
33.933333 12.503491 1.001719 0.237042 -0.007460
34.000000 12.415802 1.001721 0.239447 -0.007468
34.066667 12.330020 1.001723 0.241824 -0.007477
34.133333 12.246133 1.001725 0.244171 -0.007485
34.200000 12.164123 1.001727 0.246487 -0.007494
34.266667 12.083971 1.001729 0.248772 -0.007502
34.333333 12.005653 1.001731 0.251025 -0.007510
34.400000 11.929145 1.001733 0.253246 -0.007518
34.466667 11.854418 1.001735 0.255434 -0.007526
34.533333 11.781444 1.001736 0.257589 -0.007534
34.600000 11.710190 1.001738 0.259711 -0.007542
34.666667 11.640623 1.001740 0.261800 -0.007549
34.733333 11.572708 1.001742 0.263855 -0.007557
34.800000 11.506408 1.001743 0.265876 -0.007564
34.866667 11.441686 1.001745 0.267865 -0.007572
34.933333 11.378503 1.001747 0.269820 -0.007579
35.000000 11.316820 1.001749 0.271743 -0.007586
35.066667 11.256595 1.001750 0.273634 -0.007594
35.133333 11.197788 1.001752 0.275493 -0.007601
35.200000 11.140357 1.001754 0.277321 -0.007608
35.266667 11.084260 1.001755 0.279117 -0.007615
35.333333 11.029454 1.001757 0.280884 -0.007622
35.400000 10.975896 1.001759 0.282621 -0.007629
35.466667 10.923545 1.001760 0.284330 -0.007637
35.533333 10.872356 1.001762 0.286011 -0.007644
35.600000 10.822288 1.001763 0.287664 -0.007651
35.666667 10.773298 1.001765 0.289291 -0.007658
